"Anio_hecho","mes_hecho","Nombre_Municipio","Nombre_Departamento","Total_Victimas","Riesgo"
"2002","7","CONFINES - SANTANDER","SANTANDER",1,"0"
"2002","7","CONVENCION - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2002","7","COPACABANA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","CORDOBA - BOLIVAR","BOLIVAR",1,"0"
"2002","7","CORINTO - CAUCA","CAUCA",1,"0"
"2002","7","COYAIMA - TOLIMA","TOLIMA",1,"0"
"2002","7","CRAVO NORTE - ARAUCA","ARAUCA",1,"0"
"2002","7","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",5,"1"
"2002","7","CUMARIBO - VICHADA","VICHADA",1,"0"
"2002","7","CUMBAL - NARIÑO","NARIÑO",1,"0"
"2002","7","CURILLO - CAQUETA","CAQUETA",5,"1"
"2002","7","DIBULLA - LA GUAJIRA","LA GUAJIRA",4,"1"
"2002","7","EL BAGRE - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","EL CARMEN DE BOLIVAR - BOLIVAR","BOLIVAR",4,"1"
"2002","7","EL CARMEN DE VIBORAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","EL CHARCO - NARIÑO","NARIÑO",2,"0"
"2002","7","EL COPEY - CESAR","CESAR",3,"1"
"2002","7","EL DONCELLO - CAQUETA","CAQUETA",1,"0"
"2002","7","EL DOVIO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","7","EL PASO - CESAR","CESAR",1,"0"
"2002","7","EL RETORNO - GUAVIARE","GUAVIARE",2,"0"
"2002","7","EL TAMBO - CAUCA","CAUCA",4,"1"
"2002","7","FALAN - TOLIMA","TOLIMA",1,"0"
"2002","7","FLORENCIA - CAQUETA","CAQUETA",6,"1"
"2002","7","FORTUL - ARAUCA","ARAUCA",1,"0"
"2002","7","FUNDACION - MAGDALENA","MAGDALENA",2,"0"
"2002","7","GALAPA - ATLANTICO","ATLANTICO",1,"0"
"2002","7","GIRARDOT - CUNDINAMARCA","CUNDINAMARCA",3,"1"
"2002","7","GRANADA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","7","GRANADA - META","META",1,"0"
"2002","7","GUADUAS - CUNDINAMARCA","CUNDINAMARCA",17,"1"
"2002","7","HONDA - TOLIMA","TOLIMA",2,"0"
"2002","7","IBAGUE - TOLIMA","TOLIMA",1,"0"
"2002","7","ITAGÜI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","ITUANGO - ANTIOQUIA","ANTIOQUIA",10,"1"
"2002","7","JAMUNDI - VALLE DEL CAUCA","VALLE DEL CAUCA",5,"1"
"2002","7","LA APARTADA - CORDOBA","CORDOBA",2,"0"
"2002","7","LA DORADA - CALDAS","CALDAS",8,"1"
"2002","7","LA ESPERANZA - NORTE DE SANTANDER","NORTE DE SANTANDER",4,"1"
"2002","7","LA ESTRELLA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","LA JAGUA DE IBIRICO - CESAR","CESAR",9,"1"
"2002","7","LA PALMA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","7","LA PINTADA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","LA SALINA - CASANARE","CASANARE",1,"0"
"2002","7","LA UNION - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"2002","7","LEBRIJA - SANTANDER","SANTANDER",1,"0"
"2002","7","LERIDA - TOLIMA","TOLIMA",1,"0"
"2002","7","LOPEZ DE MICAY - CAUCA","CAUCA",2,"0"
"2002","7","MAPIRIPAN - META","META",4,"1"
"2002","7","MARMATO - CALDAS","CALDAS",1,"0"
"2002","7","MARQUETALIA - CALDAS","CALDAS",1,"0"
"2002","7","MEDELLIN - ANTIOQUIA","ANTIOQUIA",18,"1"
"2002","7","MELGAR - TOLIMA","TOLIMA",1,"0"
"2002","7","MOCOA - PUTUMAYO","PUTUMAYO",2,"0"
"2002","7","MONTEBELLO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","MONTERIA - CORDOBA","CORDOBA",5,"1"
"2002","7","MORELIA - CAQUETA","CAQUETA",1,"0"
"2002","7","MUTATA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","NARIÑO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","NATAGAIMA - TOLIMA","TOLIMA",1,"0"
"2002","7","NECOCLI - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","OCAÑA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2002","7","OLAYA HERRERA - NARIÑO","NARIÑO",1,"0"
"2002","7","OPORAPA - HUILA","HUILA",1,"0"
"2002","7","ORITO - PUTUMAYO","PUTUMAYO",4,"1"
"2002","7","OTANCHE - BOYACA","BOYACA",2,"0"
"2002","7","OVEJAS - SUCRE","SUCRE",1,"0"
"2002","7","PALMAR DE VARELA - ATLANTICO","ATLANTICO",1,"0"
"2002","7","PELAYA - CESAR","CESAR",1,"0"
"2002","7","PEREIRA - RISARALDA","RISARALDA",2,"0"
"2002","7","PIJAO - QUINDIO","QUINDIO",1,"0"
"2002","7","PIVIJAY - MAGDALENA","MAGDALENA",5,"1"
"2002","7","PLATO - MAGDALENA","MAGDALENA",1,"0"
"2002","7","POLICARPA - NARIÑO","NARIÑO",3,"1"
"2002","7","POLONUEVO - ATLANTICO","ATLANTICO",2,"0"
"2002","7","POPAYAN - CAUCA","CAUCA",3,"1"
"2002","7","PROVIDENCIA - NARIÑO","NARIÑO",1,"0"
"2002","7","PUEBLO BELLO - CESAR","CESAR",1,"0"
"2002","7","PUERTO ASIS - PUTUMAYO","PUTUMAYO",6,"1"
"2002","7","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","PUERTO CONCORDIA - META","META",2,"0"
"2002","7","PUERTO GUZMAN - PUTUMAYO","PUTUMAYO",1,"0"
"2002","7","PUERTO LEGUIZAMO - PUTUMAYO","PUTUMAYO",2,"0"
"2002","7","PUERTO LIBERTADOR - CORDOBA","CORDOBA",1,"0"
"2002","7","PUERTO LOPEZ - META","META",2,"0"
"2002","7","PUERTO NARE - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","PUERTO RICO - META","META",2,"0"
"2002","7","PUERTO SANTANDER - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2002","7","PUERTO WILCHES - SANTANDER","SANTANDER",1,"0"
"2002","7","REMOLINO - MAGDALENA","MAGDALENA",2,"0"
"2002","7","RIONEGRO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","RIOSUCIO - CHOCO","CHOCO",2,"0"
"2002","7","ROBERTO PAYAN - NARIÑO","NARIÑO",2,"0"
"2002","7","SABANA DE TORRES - SANTANDER","SANTANDER",1,"0"
"2002","7","SABANAGRANDE - ATLANTICO","ATLANTICO",2,"0"
"2002","7","SABANALARGA - CASANARE","CASANARE",1,"0"
"2002","7","SABANAS DE SAN ANGEL - MAGDALENA","MAGDALENA",1,"0"
"2002","7","SACAMA - CASANARE","CASANARE",1,"0"
"2002","7","SAMANA - CALDAS","CALDAS",4,"1"
"2002","7","SAN ANDRES DE CUERQUIA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","SAN BENITO ABAD - SUCRE","SUCRE",3,"1"
"2002","7","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",6,"1"
"2002","7","SAN CARLOS DE GUAROA - META","META",1,"0"
"2002","7","SAN ESTANISLAO - BOLIVAR","BOLIVAR",1,"0"
"2002","7","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","SAN JACINTO - BOLIVAR","BOLIVAR",2,"0"
"2002","7","SAN JOSE DE TOLUVIEJO - SUCRE","SUCRE",3,"1"
"2002","7","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",4,"1"
"2002","7","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",8,"1"
"2002","7","SAN JOSE DEL PALMAR - CHOCO","CHOCO",1,"0"
"2002","7","SAN JUAN DE ARAMA - META","META",1,"0"
"2002","7","SAN JUAN DEL CESAR - LA GUAJIRA","LA GUAJIRA",4,"1"
"2002","7","SAN LUIS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","SAN LUIS - TOLIMA","TOLIMA",3,"1"
"2002","7","SAN LUIS DE GACENO - BOYACA","BOYACA",2,"0"
"2002","7","SAN MARTIN - META","META",2,"0"
"2002","7","SAN ONOFRE - SUCRE","SUCRE",7,"1"
"2002","7","SAN PABLO - BOLIVAR","BOLIVAR",6,"1"
"2002","7","SAN PEDRO DE LOS MILAGROS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","SAN PELAYO - CORDOBA","CORDOBA",1,"0"
"2002","7","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",1,"0"
"2002","7","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",4,"1"
"2002","7","SANTA ANA - MAGDALENA","MAGDALENA",1,"0"
"2002","7","SANTA MARTA - MAGDALENA","MAGDALENA",21,"1"
"2002","7","SANTA ROSA DEL SUR - BOLIVAR","BOLIVAR",1,"0"
"2002","7","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","7","SANTO DOMINGO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","SARAVENA - ARAUCA","ARAUCA",1,"0"
"2002","7","SARDINATA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2002","7","SEVILLA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","7","SIMITI - BOLIVAR","BOLIVAR",1,"0"
"2002","7","SINCELEJO - SUCRE","SUCRE",7,"1"
"2002","7","SITIONUEVO - MAGDALENA","MAGDALENA",1,"0"
"2002","7","SOACHA - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2002","7","SOLEDAD - ATLANTICO","ATLANTICO",2,"0"
"2002","7","SOLITA - CAQUETA","CAQUETA",3,"1"
"2002","7","SONSON - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","TAME - ARAUCA","ARAUCA",2,"0"
"2002","7","TARAZA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",8,"1"
"2002","7","TIERRALTA - CORDOBA","CORDOBA",9,"1"
"2002","7","TITIRIBI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","TULUA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","7","TURBANA - BOLIVAR","BOLIVAR",2,"0"
"2002","7","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","UBALA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","7","UNGUIA - CHOCO","CHOCO",3,"1"
"2002","7","URIBE - META","META",1,"0"
"2002","7","UTICA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","7","VALDIVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","VALENCIA - CORDOBA","CORDOBA",1,"0"
"2002","7","VALLE DEL GUAMUEZ - PUTUMAYO","PUTUMAYO",4,"1"
"2002","7","VALLEDUPAR - CESAR","CESAR",6,"1"
"2002","7","VALPARAISO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","VALPARAISO - CAQUETA","CAQUETA",2,"0"
"2002","7","VENECIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","VICTORIA - CALDAS","CALDAS",2,"0"
"2002","7","VILLAGARZON - PUTUMAYO","PUTUMAYO",1,"0"
"2002","7","VILLAVICENCIO - META","META",4,"1"
"2002","7","VILLETA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","7","VISTAHERMOSA - META","META",11,"1"
"2002","7","YACOPI - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","7","YARUMAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","YONDO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","7","YOPAL - CASANARE","CASANARE",2,"0"
"2002","7","YOTOCO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","7","ZAMBRANO - BOLIVAR","BOLIVAR",3,"1"
"2002","7","ZARAGOZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","7","ZETAQUIRA - BOYACA","BOYACA",2,"0"
"2002","7","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"2002","8","AGUACHICA - CESAR","CESAR",6,"1"
"2002","8","AGUAZUL - CASANARE","CASANARE",7,"1"
"2002","8","AGUSTIN CODAZZI - CESAR","CESAR",8,"1"
"2002","8","ALBAN - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2002","8","ALBANIA - CAQUETA","CAQUETA",3,"1"
"2002","8","AMALFI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","ANORI - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","8","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","ARAUCA - ARAUCA","ARAUCA",9,"1"
"2002","8","ARAUQUITA - ARAUCA","ARAUCA",3,"1"
"2002","8","ARJONA - BOLIVAR","BOLIVAR",2,"0"
"2002","8","ARMERO - TOLIMA","TOLIMA",2,"0"
"2002","8","ARROYOHONDO - BOLIVAR","BOLIVAR",2,"0"
"2002","8","BARAYA - HUILA","HUILA",1,"0"
"2002","8","BARBACOAS - NARIÑO","NARIÑO",2,"0"
"2002","8","BARRANCA DE UPIA - META","META",1,"0"
"2002","8","BARRANCABERMEJA - SANTANDER","SANTANDER",7,"1"
"2002","8","BARRANCO DE LOBA - BOLIVAR","BOLIVAR",1,"0"
"2002","8","BARRANQUILLA - ATLANTICO","ATLANTICO",2,"0"
"2002","8","BELEN DE LOS ANDAQUIES - CAQUETA","CAQUETA",4,"1"
"2002","8","BELLO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","8","BETANIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","BETULIA - SANTANDER","SANTANDER",1,"0"
"2002","8","BOCHALEMA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2002","8","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",11,"1"
"2002","8","BOSCONIA - CESAR","CESAR",4,"1"
"2002","8","BUCARAMANGA - SANTANDER","SANTANDER",4,"1"
"2002","8","BUENAVISTA - SUCRE","SUCRE",1,"0"
"2002","8","CAICEDONIA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","CALAMAR - BOLIVAR","BOLIVAR",1,"0"
"2002","8","CALAMAR - GUAVIARE","GUAVIARE",3,"1"
"2002","8","CALDAS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","CALIMA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"2002","8","CAMPAMENTO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","CAREPA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",2,"0"
"2002","8","CAUCASIA - ANTIOQUIA","ANTIOQUIA",6,"1"
"2002","8","CERRO DE SAN ANTONIO - MAGDALENA","MAGDALENA",1,"0"
"2002","8","CHIVOLO - MAGDALENA","MAGDALENA",1,"0"
"2002","8","CIENAGA - MAGDALENA","MAGDALENA",1,"0"
"2002","8","CIMITARRA - SANTANDER","SANTANDER",3,"1"
"2002","8","CISNEROS - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","8","COCORNA - ANTIOQUIA","ANTIOQUIA",5,"1"
"2002","8","CONVENCION - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2002","8","COPACABANA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","CRAVO NORTE - ARAUCA","ARAUCA",13,"1"
"2002","8","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2002","8","CUMARAL - META","META",2,"0"
"2002","8","CURILLO - CAQUETA","CAQUETA",2,"0"
"2002","8","CURUMANI - CESAR","CESAR",4,"1"
"2002","8","DABEIBA - ANTIOQUIA","ANTIOQUIA",17,"1"
"2002","8","DAGUA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","DIBULLA - LA GUAJIRA","LA GUAJIRA",3,"1"
"2002","8","EL BAGRE - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","8","EL CARMEN DE BOLIVAR - BOLIVAR","BOLIVAR",5,"1"
"2002","8","EL CARMEN DE VIBORAL - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","8","EL CASTILLO - META","META",6,"1"
"2002","8","EL CHARCO - NARIÑO","NARIÑO",1,"0"
"2002","8","EL COPEY - CESAR","CESAR",5,"1"
"2002","8","EL DONCELLO - CAQUETA","CAQUETA",12,"1"
"2002","8","EL GUAMO - BOLIVAR","BOLIVAR",2,"0"
"2002","8","EL PAUJIL - CAQUETA","CAQUETA",2,"0"
"2002","8","EL PLAYON - SANTANDER","SANTANDER",1,"0"
"2002","8","EL RETEN - MAGDALENA","MAGDALENA",1,"0"
"2002","8","EL TABLON DE GOMEZ - NARIÑO","NARIÑO",1,"0"
"2002","8","ESPINAL - TOLIMA","TOLIMA",1,"0"
"2002","8","FALAN - TOLIMA","TOLIMA",1,"0"
"2002","8","FLORENCIA - CAQUETA","CAQUETA",6,"1"
"2002","8","FLORIDABLANCA - SANTANDER","SANTANDER",2,"0"
"2002","8","FUNDACION - MAGDALENA","MAGDALENA",9,"1"
"2002","8","FUNZA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","GARZON - HUILA","HUILA",1,"0"
"2002","8","GIRON - SANTANDER","SANTANDER",2,"0"
"2002","8","GRANADA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","8","GRANADA - META","META",1,"0"
"2002","8","GUADALAJARA DE BUGA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","GUADUAS - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","GUAPI - CAUCA","CAUCA",1,"0"
"2002","8","HELICONIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","IQUIRA - HUILA","HUILA",1,"0"
"2002","8","ITUANGO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","JAMUNDI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","JUNIN - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","LA CEJA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","LA DORADA - CALDAS","CALDAS",5,"1"
"2002","8","LA JAGUA DE IBIRICO - CESAR","CESAR",1,"0"
"2002","8","LA MONTAÑITA - CAQUETA","CAQUETA",2,"0"
"2002","8","LA PALMA - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2002","8","LA PRIMAVERA - VICHADA","VICHADA",1,"0"
"2002","8","LEJANIAS - META","META",1,"0"
"2002","8","LIBORINA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","LOS ANDES - NARIÑO","NARIÑO",1,"0"
"2002","8","LOS PALMITOS - SUCRE","SUCRE",1,"0"
"2002","8","MACARAVITA - SANTANDER","SANTANDER",1,"0"
"2002","8","MACEO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","MAGANGUE - BOLIVAR","BOLIVAR",2,"0"
"2002","8","MAJAGUAL - SUCRE","SUCRE",1,"0"
"2002","8","MANI - CASANARE","CASANARE",1,"0"
"2002","8","MANIZALES - CALDAS","CALDAS",1,"0"
"2002","8","MANZANARES - CALDAS","CALDAS",1,"0"
"2002","8","MAPIRIPAN - META","META",9,"1"
"2002","8","MARIA LA BAJA - BOLIVAR","BOLIVAR",5,"1"
"2002","8","MARINILLA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","8","MEDELLIN - ANTIOQUIA","ANTIOQUIA",6,"1"
"2002","8","MEDINA - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2002","8","MERCADERES - CAUCA","CAUCA",1,"0"
"2002","8","MESETAS - META","META",2,"0"
"2002","8","MILAN - CAQUETA","CAQUETA",1,"0"
"2002","8","MIRAFLORES - GUAVIARE","GUAVIARE",1,"0"
"2002","8","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"2002","8","MONTEBELLO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","MONTELIBANO - CORDOBA","CORDOBA",2,"0"
"2002","8","MONTERIA - CORDOBA","CORDOBA",3,"1"
"2002","8","MONTERREY - CASANARE","CASANARE",1,"0"
"2002","8","MORALES - BOLIVAR","BOLIVAR",3,"1"
"2002","8","MORROA - SUCRE","SUCRE",1,"0"
"2002","8","NECOCLI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","NEIVA - HUILA","HUILA",2,"0"
"2002","8","NUEVA GRANADA - MAGDALENA","MAGDALENA",1,"0"
"2002","8","OLAYA HERRERA - NARIÑO","NARIÑO",1,"0"
"2002","8","ORITO - PUTUMAYO","PUTUMAYO",4,"1"
"2002","8","PAILITAS - CESAR","CESAR",1,"0"
"2002","8","PAIME - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","PARATEBUENO - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","PASTO - NARIÑO","NARIÑO",2,"0"
"2002","8","PATIA - CAUCA","CAUCA",1,"0"
"2002","8","PAZ DE ARIPORO - CASANARE","CASANARE",3,"1"
"2002","8","PEREIRA - RISARALDA","RISARALDA",1,"0"
"2002","8","PIVIJAY - MAGDALENA","MAGDALENA",3,"1"
"2002","8","PLANADAS - TOLIMA","TOLIMA",1,"0"
"2002","8","PLATO - MAGDALENA","MAGDALENA",2,"0"
"2002","8","POLICARPA - NARIÑO","NARIÑO",2,"0"
"2002","8","POPAYAN - CAUCA","CAUCA",1,"0"
"2002","8","PUEBLO BELLO - CESAR","CESAR",1,"0"
"2002","8","PUEBLO RICO - RISARALDA","RISARALDA",1,"0"
"2002","8","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"2002","8","PUERTO BOYACA - BOYACA","BOYACA",3,"1"
"2002","8","PUERTO CAICEDO - PUTUMAYO","PUTUMAYO",1,"0"
"2002","8","PUERTO CONCORDIA - META","META",7,"1"
"2002","8","PUERTO GUZMAN - PUTUMAYO","PUTUMAYO",3,"1"
"2002","8","PUERTO LEGUIZAMO - PUTUMAYO","PUTUMAYO",4,"1"
"2002","8","PUERTO LLERAS - META","META",5,"1"
"2002","8","PUERTO LOPEZ - META","META",2,"0"
"2002","8","PUERTO RICO - CAQUETA","CAQUETA",2,"0"
"2002","8","PUERTO SALGAR - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","PUERTO SANTANDER - NORTE DE SANTANDER","NORTE DE SANTANDER",3,"1"
"2002","8","PUERTO WILCHES - SANTANDER","SANTANDER",1,"0"
"2002","8","QUEBRADANEGRA - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2002","8","QUIBDO - CHOCO","CHOCO",1,"0"
"2002","8","RICAURTE - NARIÑO","NARIÑO",1,"0"
"2002","8","RIOHACHA - LA GUAJIRA","LA GUAJIRA",5,"1"
"2002","8","RIONEGRO - SANTANDER","SANTANDER",1,"0"
"2002","8","RIOSUCIO - CALDAS","CALDAS",1,"0"
"2002","8","RIOSUCIO - CHOCO","CHOCO",1,"0"
"2002","8","SABANALARGA - CASANARE","CASANARE",1,"0"
"2002","8","SAMANA - CALDAS","CALDAS",11,"1"
"2002","8","SAMANIEGO - NARIÑO","NARIÑO",2,"0"
"2002","8","SAN ALBERTO - CESAR","CESAR",13,"1"
"2002","8","SAN ANDRES DE TUMACO - NARIÑO","NARIÑO",3,"1"
"2002","8","SAN BENITO ABAD - SUCRE","SUCRE",1,"0"
"2002","8","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",4,"1"
"2002","8","SAN CARLOS DE GUAROA - META","META",1,"0"
"2002","8","SAN EDUARDO - BOYACA","BOYACA",1,"0"
"2002","8","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","SAN GIL - SANTANDER","SANTANDER",1,"0"
"2002","8","SAN JOSE DEL FRAGUA - CAQUETA","CAQUETA",2,"0"
"2002","8","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",14,"1"
"2002","8","SAN JUAN DE ARAMA - META","META",1,"0"
"2002","8","SAN JUAN NEPOMUCENO - BOLIVAR","BOLIVAR",2,"0"
"2002","8","SAN LUIS - ANTIOQUIA","ANTIOQUIA",3,"1"
"2002","8","SAN LUIS - TOLIMA","TOLIMA",2,"0"
"2002","8","SAN MARTIN - CESAR","CESAR",4,"1"
"2002","8","SAN MARTIN - META","META",4,"1"
"2002","8","SAN ONOFRE - SUCRE","SUCRE",5,"1"
"2002","8","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",4,"1"
"2002","8","SAN SEBASTIAN DE MARIQUITA - TOLIMA","TOLIMA",4,"1"
"2002","8","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",2,"0"
"2002","8","SAN ZENON - MAGDALENA","MAGDALENA",1,"0"
"2002","8","SANTA MARTA - MAGDALENA","MAGDALENA",14,"1"
"2002","8","SANTA ROSA - BOLIVAR","BOLIVAR",2,"0"
"2002","8","SANTA ROSA DEL SUR - BOLIVAR","BOLIVAR",1,"0"
"2002","8","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",8,"1"
"2002","8","SANTO DOMINGO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2002","8","SARAVENA - ARAUCA","ARAUCA",2,"0"
"2002","8","SEGOVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","SEVILLA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","SILVANIA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","SIMITI - BOLIVAR","BOLIVAR",1,"0"
"2002","8","SINCELEJO - SUCRE","SUCRE",1,"0"
"2002","8","SOLANO - CAQUETA","CAQUETA",2,"0"
"2002","8","SOLITA - CAQUETA","CAQUETA",2,"0"
"2002","8","SONSON - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","SUAN - ATLANTICO","ATLANTICO",1,"0"
"2002","8","TAME - ARAUCA","ARAUCA",10,"1"
"2002","8","TAMINANGO - NARIÑO","NARIÑO",3,"1"
"2002","8","TARAZA - ANTIOQUIA","ANTIOQUIA",5,"1"
"2002","8","TAURAMENA - CASANARE","CASANARE",2,"0"
"2002","8","TEORAMA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2002","8","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",20,"1"
"2002","8","TIERRALTA - CORDOBA","CORDOBA",4,"1"
"2002","8","TIMANA - HUILA","HUILA",1,"0"
"2002","8","TIMBIO - CAUCA","CAUCA",1,"0"
"2002","8","TOCAIMA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2002","8","TORIBIO - CAUCA","CAUCA",1,"0"
"2002","8","TRINIDAD - CASANARE","CASANARE",1,"0"
"2002","8","TRUJILLO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2002","8","TULUA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"2002","8","TURBACO - BOLIVAR","BOLIVAR",2,"0"
"2002","8","URAMITA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2002","8","URIBE - META","META",1,"0"
"2002","8","URRAO - ANTIOQUIA","ANTIOQUIA",1,"0"
